date,open,high,low,close,volume
2022-11-21,143.06,145.19,142.83,144.38,6377188
2022-11-22,145.43,145.785,144.84,145.62,5372884
2022-11-23,145.9,146.63,145.57,146.45,4296014
2022-11-25,146.785,147.2,146.4,146.72,2411113
2022-11-28,146.39,147.34,146.14,146.6,6628288
2022-11-29,145.75,146.06,144.53,145.48,5634161
2022-11-30,145.65,149.16,145.13,149.16,12396781
2022-12-01,149.53,150.36,148.57,149.25,6927461
2022-12-02,148.47,150.77,148.08,150.61,4938278
2022-12-05,148.71,149.6705,148.27,149.09,5402575
2022-12-06,149.72,150.08,148.275,149.28,6866696
2022-12-07,149.01,150.43,149.01,150.24,6175459
2022-12-08,149.46,151.38,149.01,151.32,5187058
2022-12-09,150.7,151.95,150.22,150.92,5868231
2022-12-12,151.22,152.56,151.04,152.47,6142366
2022-12-13,153.41,154.23,150.79,152.24,7680599
2022-12-14,152.79,154.44,152.17,152.84,7385563
2022-12-15,151.72,152.0,149.74,151.11,7117943
2022-12-16,150.36,151.07,149.02,150.44,19966410
2022-12-19,150.22,151.375,149.24,150.4,5881793
2022-12-20,149.32,150.9,149.27,150.46,5646275
2022-12-21,150.75,152.625,150.72,151.84,5024739
2022-12-22,151.13,152.41,150.88,152.19,5905909
2022-12-23,152.31,152.9199,151.67,152.62,3401860
2022-12-27,152.7,154.32,152.66,153.95,4215100
2022-12-28,154.275,154.65,151.9,151.96,4197560
2022-12-29,152.81,153.24,152.14,152.59,3809088
2022-12-30,152.43,152.68,150.44,151.56,4532157
2023-01-03,150.95,151.71,149.12,151.57,6447341
2023-01-04,151.99,153.39,151.23,152.23,7313373
2023-01-05,152.21,152.48,150.125,150.34,5373998
2023-01-06,151.85,154.46,151.75,153.92,7882208
2023-01-09,153.44,154.8,151.9965,152.04,5727156
2023-01-10,152.1,152.7,150.94,151.89,4716522
2023-01-11,152.32,152.562,149.35,150.66,8691287
2023-01-12,151.7,151.73,149.52,149.81,7801586
2023-01-13,149.61,151.05,149.42,150.88,5535776
2023-01-17,150.79,152.13,150.4,150.44,9611836
2023-01-18,149.66,149.93,146.04,145.4967,10461183
2023-01-19,143.31,146.22,142.24,142.42,12683743
2023-01-20,142.32,143.15,140.15,142.97,8603327
2023-01-23,143.36,143.7,140.69,141.05,7473056
2023-01-24,140.69,142.38,139.81,141.82,6822541
2023-01-25,140.39,141.75,138.73,141.72,6902580
2023-01-26,141.73,141.74,140.74,141.15,5398717
2023-01-27,141.07,141.36,139.295,140.57,6870791
2023-01-30,140.96,142.12,140.28,141.01,6369310
2023-01-31,141.23,142.47,140.76,142.38,9373412
2023-02-01,142.08,144.095,141.35,143.19,7207973
2023-02-02,142.17,142.71,141.21,142.17,6444253
2023-02-03,142.78,143.38,141.17,142.61,5993228
2023-02-06,142.01,142.64,141.01,141.4,6108342
2023-02-07,139.97,140.79,138.78,140.02,6278273
2023-02-08,139.06,139.54,138.4139,138.57,7124028
2023-02-09,138.88,139.33,137.0,137.05,6547369
2023-02-10,136.95,138.3,135.83,138.26,8108919
2023-02-13,138.94,140.45,138.74,140.07,5081703
2023-02-14,140.14,140.24,138.62,139.28,5253455
2023-02-15,139.11,139.3225,138.07,138.96,5530479
2023-02-16,137.39,138.2,136.55,137.14,7595656
2023-02-17,136.59,140.04,136.59,140.01,8034878
2023-02-21,138.87,140.89,138.87,139.91,6899545
2023-02-22,139.98,141.58,139.88,140.5,6126346
2023-02-23,140.23,141.14,139.1,140.05,5835448
2023-02-24,138.93,139.43,138.08,139.26,5260669
2023-02-27,139.61,140.465,138.53,139.14,5821127
2023-02-28,138.45,138.59,137.28,137.56,6709913
2023-03-01,138.05,138.33,136.51,137.66,7101801
2023-03-02,138.0,140.43,137.78,139.93,5925013
2023-03-03,141.185,141.24,139.965,140.95,5259353
2023-03-06,140.73,141.135,139.9425,140.35,4943248
2023-03-07,140.43,140.62,137.34,137.56,5606803
2023-03-08,137.2,137.69,136.595,137.58,5518821
2023-03-09,138.15,138.56,136.1,136.57,4467211
2023-03-10,136.95,137.99,136.35,137.19,5928003
2023-03-13,137.045,141.32,137.045,138.14,8337075
2023-03-14,138.29,140.11,137.4,139.85,9219678
2023-03-15,138.81,142.15,138.81,141.83,8823491
2023-03-16,141.94,143.124,141.61,142.89,7063643
2023-03-17,142.5,143.39,141.53,142.93,16018761
2023-03-20,143.5,145.4,143.23,145.13,8379233
2023-03-21,144.91,145.23,142.84,144.08,7753184
2023-03-22,144.04,145.75,143.83,143.99,5729129
2023-03-23,144.24,145.12,143.19,143.79,5788459
2023-03-24,144.3,146.76,144.3,146.72,6145622
2023-03-27,146.89,147.4196,145.87,145.95,5917156
2023-03-28,146.55,146.815,145.8,146.36,4213913
2023-03-29,147.08,147.2901,146.26,146.81,4987741
2023-03-30,146.92,147.54,146.3,147.45,4117824
2023-03-31,147.74,148.69,147.575,148.69,7685942
2023-04-03,148.425,150.07,147.09,149.51,5721680
2023-04-04,150.08,151.71,150.08,150.23,6714506
2023-04-05,151.33,152.35,151.15,151.26,6094801
2023-04-06,151.865,152.96,151.4168,152.22,5399741
2023-04-10,151.65,151.67,149.51,150.96,4891875
2023-04-11,151.255,151.44,150.52,150.66,6311997
2023-04-12,150.31,152.41,149.93,151.07,6138080
2023-04-13,150.9,151.87,149.82,151.77,5489710
2023-04-14,151.35,151.5899,150.51,151.0,4478782
2023-04-17,151.17,151.47,150.34,151.05,4296401
2023-04-18,150.98,151.59,150.105,151.21,4158392
2023-04-19,151.17,151.9,150.71,150.2993,3837607
2023-04-20,150.37,151.36,150.365,150.85,5370911
2023-04-21,154.94,158.11,154.5,156.07,14876934
2023-04-24,155.22,157.25,155.22,156.35,8109763
2023-04-25,156.51,157.94,155.79,156.39,8341759
2023-04-26,155.3,156.0,154.34,154.58,4843927
2023-04-27,155.3,156.61,155.01,156.47,4805563
2023-04-28,156.275,157.37,155.76,156.38,5754704
2023-05-01,156.03,157.395,155.8,156.57,3844761
2023-05-02,156.59,156.93,155.67,156.43,5262908
2023-05-03,156.64,157.57,155.43,156.23,5775009
2023-05-04,156.1,156.6,155.09,155.51,4892639
2023-05-05,155.4,156.31,154.69,156.03,3989157
2023-05-08,155.35,155.73,154.87,155.3,4950679
2023-05-09,155.85,155.98,153.58,153.71,4472097
2023-05-10,153.45,154.32,152.44,154.03,4754854
2023-05-11,154.81,154.89,153.39,154.39,3495324
2023-05-12,154.695,156.05,154.39,155.96,5252889
2023-05-15,156.61,156.75,154.64,156.01,5414904
2023-05-16,155.87,156.92,154.93,155.74,5591579
2023-05-17,156.26,156.56,153.9,155.08,4287036
2023-05-18,153.31,153.65,151.6,152.53,6997610
2023-05-19,152.47,153.32,151.84,153.17,4754120
2023-05-22,152.5,152.6,148.83,149.16,7876207
2023-05-23,148.79,148.88,147.07,147.55,6116037
2023-05-24,147.59,148.2,146.09,146.33,5755426
2023-05-25,145.49,146.21,144.35,145.39,6510519
2023-05-26,145.33,146.01,144.725,145.4,4716495
2023-05-30,143.86,144.04,142.35,143.18,5561037
2023-05-31,143.16,143.98,141.9,142.5,19854789
2023-06-01,143.25,144.1199,142.45,143.96,6091064
2023-06-02,144.51,146.68,144.39,146.52,6124403
2023-06-05,146.05,147.85,145.73,146.52,4753665
2023-06-06,146.07,146.31,143.55,144.49,4636045
2023-06-07,144.01,145.12,143.4749,144.8,6194620
2023-06-08,145.34,146.65,144.92,146.44,4864149
2023-06-09,145.68,146.7788,144.73,146.56,5569831
2023-06-12,147.0,147.01,144.55,145.41,5354690
2023-06-13,144.51,145.68,144.275,145.06,5321204
2023-06-14,145.31,146.885,144.83,146.42,5693491
2023-06-15,147.17,148.97,146.54,148.45,5862999
2023-06-16,148.92,150.09,148.9,149.54,11244926
2023-06-20,149.745,150.28,148.11,148.16,5340854
2023-06-21,148.26,149.605,147.87,149.44,4649893
2023-06-22,150.35,151.1,149.475,149.95,6666932
2023-06-23,150.25,150.5339,147.96,148.46,13843536
2023-06-26,148.1,148.97,146.72,148.61,4353067
2023-06-27,148.44,150.17,148.39,150.02,5445569
2023-06-28,149.33,150.3,147.96,149.99,6733301
2023-06-29,148.48,149.7,147.1,149.38,7343034
2023-06-30,149.83,152.07,149.79,151.74,7058273
2023-07-03,151.48,152.53,150.47,152.5,3996098
2023-07-05,151.63,152.46,151.44,152.24,8280120
2023-07-06,151.2,152.19,150.7601,151.99,7958486
2023-07-07,151.71,151.92,148.75,148.8,9169548
2023-07-10,148.94,150.32,148.74,148.86,5529210
2023-07-11,148.73,149.05,146.96,148.08,5150361
2023-07-12,148.03,149.4,147.64,148.85,6764641
2023-07-13,149.0,149.52,148.2,148.95,5561424
2023-07-14,149.27,150.63,148.73,150.05,6128878
2023-07-17,149.65,150.16,148.97,148.99,4626029
2023-07-18,148.64,150.48,148.38,149.27,5355185
2023-07-19,149.55,150.82,148.86,149.3493,6203584
2023-07-20,149.55,150.75,148.14,150.56,6445552
2023-07-21,151.15,153.67,150.7,152.93,9938441
2023-07-24,152.84,153.95,152.3,153.42,5549519
2023-07-25,153.48,153.86,152.45,153.78,5883845
2023-07-26,153.12,154.84,152.89,153.94,7013794
2023-07-27,154.155,154.6,151.915,152.11,7191578
2023-07-28,154.66,157.48,154.6,156.41,9397878
2023-07-31,156.4,157.68,155.06,156.3,7955343
2023-08-01,155.88,157.17,155.87,156.25,5719138
2023-08-02,155.97,157.73,155.97,156.59,5637323
2023-08-03,156.76,157.7,156.21,157.0,5792784
2023-08-04,157.425,157.73,155.15,155.28,4785929
2023-08-07,155.67,157.15,155.49,156.92,4107366
2023-08-08,157.28,157.63,156.5309,157.09,4625619
2023-08-09,157.31,158.09,156.77,156.89,4293200
2023-08-10,157.17,158.38,155.8,156.11,4307834
2023-08-11,156.43,157.464,155.79,157.02,3862326
2023-08-14,157.13,157.53,155.5,155.79,4297598
2023-08-15,155.79,155.97,154.46,154.79,6921105
2023-08-16,154.76,155.73,152.87,153.21,6356849
2023-08-17,153.21,153.555,151.79,152.11,6419615
2023-08-18,151.62,152.89,151.17,152.54,5448262
2023-08-21,152.09,152.78,151.26,151.77,4504747
2023-08-22,151.42,152.1538,150.93,151.83,4195967
2023-08-23,152.47,153.48,152.47,153.25,4522673
2023-08-24,152.55,154.68,152.48,152.54,4089013
2023-08-25,153.4,154.08,152.46,153.54,3541524
2023-08-28,153.71,154.37,153.05,153.78,3614733
2023-08-29,153.95,154.04,152.03,153.87,4034627
2023-08-30,154.1,154.865,153.71,154.04,3712241
2023-08-31,154.12,155.16,153.83,154.34,5451433
2023-09-01,154.9,155.28,153.56,154.51,4126437
2023-09-05,153.8,154.85,152.3975,152.44,5097037
2023-09-06,152.29,152.45,151.54,152.14,3877460
2023-09-07,152.485,154.19,152.37,153.59,4825042
2023-09-08,153.42,153.455,152.35,152.93,3384760
2023-09-11,153.33,155.1,153.08,154.75,4288731
2023-09-12,154.99,155.15,151.57,152.03,4537794
2023-09-13,151.975,153.59,151.66,153.09,4040670
2023-09-14,153.845,154.92,153.37,154.77,4606909
2023-09-15,154.03,155.32,153.23,153.47,10262391
2023-09-18,154.45,154.475,153.505,154.05,3536490
2023-09-19,153.75,154.06,151.7433,153.6,4704209
2023-09-20,153.77,154.775,153.36,153.47,5446571
2023-09-21,153.45,153.71,152.065,152.14,5098146
2023-09-22,152.44,153.34,151.38,151.58,6328163
2023-09-25,151.18,151.28,150.02,150.66,5527129
2023-09-26,149.98,150.36,148.785,149.32,6366545
2023-09-27,149.42,149.7,146.63,147.34,5403675
2023-09-28,147.815,147.98,145.68,146.34,6237072
2023-09-29,146.54,146.77,144.82,145.86,6683279
2022-10-03,297.17,301.23,291.1,299.15,1938770
2022-10-04,306.8,315.16,305.875,314.87,2399524
2022-10-05,306.58,310.21,303.6,309.0,1992774
2022-10-06,307.39,309.08,303.4201,304.67,1367385
2022-10-07,304.0,305.15,299.15,301.08,1790105
2022-10-10,303.63,304.72,298.43,300.54,1309747
2022-10-11,298.01,302.52,293.92,294.21,2392772
2022-10-12,293.99,299.78,291.71,295.31,1763838
2022-10-13,290.42,308.755,287.75,307.07,2724865
2022-10-14,307.46,311.615,299.07,299.99,2398350
2022-10-17,304.41,311.62,304.14,306.71,3118594
2022-10-18,321.67,324.48,312.0,313.85,6428583
2022-10-19,312.61,314.79,308.0601,311.76,2363833
2022-10-20,312.1,316.05,309.0,310.81,2382314
2022-10-21,311.0,325.775,309.4939,325.1,3545738
2022-10-24,328.5,331.2363,325.85,328.7,2232767
2022-10-25,327.86,333.6,325.918,332.4,1837717
2022-10-26,334.52,338.67,334.14,335.69,2177102
2022-10-27,339.31,341.93,336.53,337.18,1998784
2022-10-28,338.52,342.58,336.0,341.82,1677052
2022-10-31,341.07,346.18,340.57,344.51,2224025
2022-11-01,345.13,348.69,343.77,348.58,2316558
2022-11-02,347.62,357.44,346.74,349.79,3224731
2022-11-03,347.5,350.67,342.59,348.87,2515632
2022-11-04,354.0,358.38,351.23,357.91,3172674
2022-11-07,360.01,362.96,358.5188,362.56,2526872
2022-11-08,362.3,367.19,361.46,364.02,3501332
2022-11-09,362.95,367.15,360.88,362.0,3047193
2022-11-10,370.0,380.43,369.744,378.31,3790378
2022-11-11,380.0,387.0,378.75,385.17,3409056
2022-11-14,384.0,387.3,380.5,382.36,2609338
2022-11-15,385.98,389.5781,380.65,382.88,3192390
2022-11-16,383.21,385.395,380.01,382.33,2303685
2022-11-17,377.15,381.72,375.01,379.78,2299419
2022-11-18,381.28,382.83,377.39,379.2,2384735
2022-11-21,378.9,380.77,375.42,380.21,1877529
2022-11-22,381.4,385.825,381.4,383.87,2019816
2022-11-23,383.9,388.2,383.41,386.25,1865756
2022-11-25,385.76,389.44,385.18,388.86,1129250
2022-11-28,385.43,388.39,380.89,382.36,2232764
2022-11-29,381.13,384.93,379.26,381.21,1746942
2022-11-30,382.5,386.15,375.1,386.15,2964127
2022-12-01,386.5,386.5,380.45,383.81,1706386
2022-12-02,381.52,382.52,378.4,380.58,1932530
2022-12-05,378.55,378.87,369.31,371.54,2329570
2022-12-06,369.48,370.37,360.33,362.91,3081920
2022-12-07,362.49,365.3,358.15,359.92,2128204
2022-12-08,362.03,362.59,356.055,358.08,1967822
2022-12-09,356.71,361.64,356.2138,359.14,1588812
2022-12-12,358.57,364.01,356.34,363.18,1750370
2022-12-13,374.63,378.56,365.51,368.69,3062618
2022-12-14,367.01,368.825,359.45,360.38,2519710
2022-12-15,354.48,356.105,347.94,349.83,3164047
2022-12-16,345.08,347.78,343.4056,346.35,5008921
2022-12-19,346.27,348.3983,342.63,344.61,1646653
2022-12-20,345.99,347.42,343.49,344.49,1622994
2022-12-21,348.26,350.88,346.89,350.16,1923118
2022-12-22,347.16,348.05,339.88,345.58,1529264
2022-12-23,344.84,347.76,343.11,345.51,1062061
2022-12-27,346.51,347.75,341.79,341.97,1035110
2022-12-28,340.5,342.847,339.3,340.87,1117275
2022-12-29,342.44,344.64,341.2396,343.43,1273551
2022-12-30,341.74,343.69,339.4,343.38,1031535
2023-01-03,345.5,348.6,342.805,346.22,1589777
2023-01-04,348.03,350.31,345.0783,347.7,1880985
2023-01-05,344.25,345.14,340.14,343.76,1397960
2023-01-06,347.3,349.0,340.945,348.08,3097817
2023-01-09,351.88,356.5,349.5,353.0,1989134
2023-01-10,352.64,357.5,350.5,357.36,1610302
2023-01-11,358.87,365.5,356.21,364.48,2127013
2023-01-12,366.24,370.1,362.57,369.94,2103065
2023-01-13,363.49,374.35,362.355,374.0,3310238
2023-01-17,364.8,366.79,344.0,349.92,14448267
2023-01-18,348.32,354.79,347.8,349.09,5585162
2023-01-19,346.03,352.16,345.5201,350.75,3100606
2023-01-20,349.87,352.25,338.21,341.84,11247154
2023-01-23,341.67,349.56,336.1583,349.14,4915671
2023-01-24,340.0,350.3,340.0,348.33,2371973
2023-01-25,344.75,349.955,343.9,349.63,1985154
2023-01-26,351.73,355.0,349.52,354.97,1919172
2023-01-27,351.95,355.99,351.83,353.7,2427638
2023-01-30,353.29,362.33,352.4,357.46,3184633
2023-01-31,359.16,365.92,356.86,365.81,2311684
2023-02-01,359.1,368.94,358.76,365.71,2889433
2023-02-02,368.0,372.89,364.5501,369.47,2619577
2023-02-03,365.62,374.57,365.44,369.95,2243051
2023-02-06,369.0,371.2552,365.78,370.8,1816448
2023-02-07,368.17,376.31,367.34,374.4,2205581
2023-02-08,372.92,378.35,371.98,375.1,1893223
2023-02-09,377.04,379.68,367.8,367.99,2052544
2023-02-10,367.0,372.23,364.555,371.28,1933370
2023-02-13,369.09,375.06,368.0,374.02,1570700
2023-02-14,373.94,377.05,369.38,371.78,2155712
2023-02-15,368.74,374.365,368.25,374.34,1687569
2023-02-16,370.75,374.25,368.8001,370.2,1947985
2023-02-17,368.05,371.06,366.86,368.5,1857335
2023-02-21,366.72,366.72,360.09,361.12,2403029
2023-02-22,361.63,363.0,358.041,360.89,2203940
2023-02-23,363.2,367.88,359.61,363.54,1931502
2023-02-24,360.17,365.18,359.53,363.85,2428661
2023-02-27,368.22,370.3,364.505,365.53,2842388
2023-02-28,366.0,366.01,351.33,349.15,4945557
2023-03-01,349.39,352.54,345.96,346.23,2717354
2023-03-02,343.99,349.78,340.49,349.1,3260264
2023-03-03,350.64,357.77,349.56,357.09,2396334
2023-03-06,358.06,358.86,353.73,357.05,1614160
2023-03-07,355.55,356.2,345.625,346.08,2048530
2023-03-08,346.19,349.69,345.17,349.29,1584632
2023-03-09,349.2,354.29,341.05,342.09,3177787
2023-03-10,338.87,339.93,326.03,327.67,4559749
2023-03-13,319.67,326.11,314.54,315.51,5660696
2023-03-14,324.77,326.38,318.945,322.15,3785873
2023-03-15,310.77,312.51,304.41,312.19,6596697
2023-03-16,309.0,318.32,304.92,315.09,4401879
2023-03-17,310.09,310.405,301.8731,303.54,6369764
2023-03-20,306.78,312.2,306.255,309.53,3963653
2023-03-21,317.62,320.32,315.35,317.28,3242359
2023-03-22,317.28,322.2206,313.49,313.67,2505897
2023-03-23,315.21,321.355,312.64,314.85,2585854
2023-03-24,310.15,312.75,305.36,312.57,2457182
2023-03-27,318.62,320.9,317.17,318.53,2300622
2023-03-28,319.09,320.605,316.12,318.44,1224463
2023-03-29,322.5,322.71,318.68,320.72,1475911
2023-03-30,324.56,324.87,319.88,321.14,1456528
2023-03-31,323.47,327.33,322.42,327.11,2281101
2023-04-03,326.14,328.98,323.155,326.52,1808836
2023-04-04,326.82,326.87,320.12,322.65,1536818
2023-04-05,319.62,322.2,319.37,321.53,1329340
2023-04-06,320.38,323.225,319.98,322.4,1310998
2023-04-10,322.4,324.99,321.31,324.96,1114386
2023-04-11,326.05,329.2,323.665,327.37,1559582
2023-04-12,331.72,332.07,327.18,330.24,1862442
2023-04-13,330.08,332.94,327.0,332.13,1765454
2023-04-14,336.53,339.63,334.32,336.92,2275657
2023-04-17,336.0,340.45,333.68,339.68,3012148
2023-04-18,328.0,336.55,326.13,333.91,7549535
2023-04-19,332.98,336.99,331.6703,336.89,2625397
2023-04-20,334.95,339.31,334.32,338.71,2218025
2023-04-21,339.0,342.3599,336.0,341.66,2278870
2023-04-24,341.99,345.06,341.53,343.96,1966254
2023-04-25,341.0,343.47,338.33,339.48,2138164
2023-04-26,337.58,340.6,334.64,336.56,2042094
2023-04-27,340.14,343.36,338.76,341.6,1768168
2023-04-28,340.05,344.1,339.7,343.44,1714119
2023-05-01,344.05,347.46,340.365,340.57,1375028
2023-05-02,339.01,339.89,330.0013,333.37,2397583
2023-05-03,332.36,334.83,328.25,328.65,1825366
2023-05-04,325.95,326.98,318.56,321.26,2965114
2023-05-05,325.06,327.8691,322.42,327.02,2413384
2023-05-08,329.64,330.3,325.67,326.51,1607368
2023-05-09,325.04,327.1799,323.295,324.77,1253285
2023-05-10,329.92,329.92,319.08,322.55,1752373
2023-05-11,319.66,321.94,318.18,320.72,1515390
2023-05-12,322.04,323.22,317.3201,319.5,1099060
2023-05-15,320.42,323.25,318.06,322.07,1178249
2023-05-16,322.5,323.07,320.495,320.81,1618975
2023-05-17,322.66,330.39,322.66,330.18,2098260
2023-05-18,330.0,330.6,325.66,329.58,1645540
2023-05-19,330.0,331.95,324.79,326.15,1546149
2023-05-22,326.15,327.34,322.43,324.92,1499004
2023-05-23,323.6,327.14,322.81,323.57,1551084
2023-05-24,320.39,321.9,318.8,319.81,1439076
2023-05-25,318.92,325.18,318.8,323.88,1618646
2023-05-26,324.72,332.87,324.0,332.01,2718654
2023-05-30,332.08,332.53,327.725,328.33,1998762
2023-05-31,326.07,327.25,321.815,323.9,2938032
2023-06-01,324.51,324.675,314.02,316.4,3339733
2023-06-02,318.235,325.2699,317.0491,323.65,3987763
2023-06-05,322.93,323.485,320.32,323.65,1462911
2023-06-06,322.43,328.07,321.4,326.8,1495628
2023-06-07,327.64,337.84,326.32,335.75,3382887
2023-06-08,335.36,336.33,331.34,335.47,2010162
2023-06-09,335.21,336.2,332.54,336.02,1703003
2023-06-12,338.44,340.09,336.35,339.49,2291289
2023-06-13,340.2,345.28,339.45,342.5,1772383
2023-06-14,344.78,347.73,337.23,338.42,1819396
2023-06-15,337.32,344.0,335.695,339.74,3322660
2023-06-16,341.38,341.4,337.1101,338.31,4544941
2023-06-20,335.32,335.38,329.23,330.72,3208987
2023-06-21,328.45,329.9999,324.92,325.07,2158659
2023-06-22,323.69,324.26,319.01,319.58,2412217
2023-06-23,316.56,317.71,314.07,314.71,2612014
2023-06-26,315.13,316.64,312.17,312.36,2480985
2023-06-27,312.41,315.68,310.56,313.45,2156849
2023-06-28,311.72,314.9,310.685,313.66,2423479
2023-06-29,317.85,325.5,316.25,323.09,3553574
2023-06-30,325.82,326.03,322.45,322.54,2361843
2023-07-03,322.41,329.4,322.41,326.61,1106831
2023-07-05,323.95,324.61,319.63,320.05,2561728
2023-07-06,318.0,318.64,312.84,313.0,2897815
2023-07-07,313.2,317.365,312.7,315.17,2903136
2023-07-10,316.67,320.08,316.0,316.47,1775938
2023-07-11,318.83,321.04,314.58,320.88,2042581
2023-07-12,324.58,333.3499,324.25,326.4,2741432
2023-07-13,327.35,329.28,325.6901,328.68,2787765
2023-07-14,331.99,332.475,325.02,326.19,1815195
2023-07-17,325.89,327.4899,324.36,327.2,1778480
2023-07-18,327.3,338.25,327.3,337.27,3899130
2023-07-19,338.0,345.88,331.3,340.55,6037364
2023-07-20,339.16,351.68,339.16,350.86,3915002
2023-07-21,351.78,355.08,346.7818,351.96,3217355
2023-07-24,352.83,361.62,352.0,358.93,3517526
2023-07-25,357.42,360.82,353.98,354.7,2892975
2023-07-26,354.49,360.26,354.28,357.56,2281562
2023-07-27,358.13,360.535,354.17,354.51,2010761
2023-07-28,356.11,356.5,351.61,353.23,1827589
2023-07-31,354.88,357.2,354.02,355.87,1385712
2023-08-01,354.0,357.87,353.39,357.72,2024407
2023-08-02,354.99,354.99,348.87,351.1,2107550
2023-08-03,349.99,355.2099,348.62,353.16,1840492
2023-08-04,353.34,358.73,352.51,353.22,1725271
2023-08-07,355.4,357.67,353.92,355.56,1260463
2023-08-08,351.7,352.0,342.03,348.26,1917387
2023-08-09,346.82,348.455,342.49,342.69,1326159
2023-08-10,344.07,347.26,339.8,340.4,1345914
2023-08-11,339.93,341.79,337.55,340.73,1256837
2023-08-14,337.41,338.45,334.86,337.74,1347039
2023-08-15,333.3,334.03,330.48,332.21,1657764
2023-08-16,330.54,332.92,328.97,329.11,3340306
2023-08-17,330.0,333.99,324.0,327.52,3135291
2023-08-18,324.32,327.62,323.195,324.93,1730485
2023-08-21,325.39,326.39,319.39,322.06,1983723
2023-08-22,322.48,322.64,318.31,318.79,1810287
2023-08-23,320.62,322.45,318.0,322.33,1429147
2023-08-24,322.15,327.49,319.51,319.96,1185557
2023-08-25,320.8,322.7199,318.1901,320.15,1159572
2023-08-28,321.34,326.6,321.34,325.97,1440275
2023-08-29,325.56,332.7,324.68,329.8,1831735
2023-08-30,330.0,331.91,327.65,328.58,1131451
2023-08-31,329.41,330.49,325.9575,327.71,1271233
2023-09-01,329.67,331.62,326.205,327.4,1201407
2023-09-05,327.34,328.48,322.625,323.75,1846007
2023-09-06,322.31,324.14,319.305,321.13,2120866
2023-09-07,320.62,324.22,320.13,321.96,1471138
2023-09-08,321.92,325.97,321.659,325.52,2026803
2023-09-11,328.26,330.1499,324.29,324.65,1283102
2023-09-12,324.01,335.28,324.0,330.9,2054652
2023-09-13,333.5,337.01,330.82,334.98,2164992
2023-09-14,339.0,345.12,336.85,344.57,2822721
2023-09-15,345.15,346.19,341.8586,342.54,3063887
2023-09-18,342.54,344.26,339.27,343.32,1356719
2023-09-19,343.46,344.97,337.97,341.89,1660396
2023-09-20,342.61,343.8029,336.2901,336.7,1225777
2023-09-21,334.5,334.6925,330.08,330.24,1685328
2023-09-22,330.1,331.5399,326.83,327.89,1669558
2023-09-25,327.07,329.285,325.28,328.84,833525
2023-09-26,325.61,327.43,322.42,323.82,1481824
2023-09-27,324.98,325.0,318.98,321.95,1493003
2023-09-28,320.21,326.84,320.21,325.2,1389644
2023-09-29,327.2,327.96,322.27,323.57,1403878
2022-10-03,83.13,86.47,82.22,85.4,19108186
2022-10-04,87.7,89.07,87.11,88.64,15114770
2022-10-05,87.49,91.7,87.15,91.1,12732729
2022-10-06,90.49,92.64,89.81,90.17,9951889
2022-10-07,88.54,88.762,86.69,87.16,8554657
2022-10-10,87.76,87.78,85.07,86.69,7991226
2022-10-11,86.04,88.25,85.75,87.99,11903166
2022-10-12,88.0,88.88,87.31,88.51,8772899
2022-10-13,86.39,89.81,86.05,89.56,9335034
2022-10-14,90.51,90.88,87.49,87.55,7813872
2022-10-17,89.53,90.69,88.7,89.97,8451887
2022-10-18,92.6,92.91,89.15,89.68,7364685
2022-10-19,88.26,89.74,87.76,88.57,5101984
2022-10-20,89.47,90.58,86.605,86.83,13500009
2022-10-21,87.02,88.78,86.71,88.5,7976275
2022-10-24,87.79,88.84,86.24,88.01,8847054
2022-10-25,88.03,91.93,87.89,91.72,8639899
2022-10-26,90.78,94.35,90.7038,92.39,8648500
2022-10-27,92.88,93.48,90.22,90.54,8617948
2022-10-28,91.2,93.88,90.46,93.83,6022379
2022-10-31,93.0,93.89,92.68,92.68,6426375
2022-11-01,95.69,96.46,92.97,93.77,7250651
2022-11-02,93.13,94.44,90.19,90.3,7178282
2022-11-03,89.97,91.61,88.72,90.4,6550281
2022-11-04,94.45,98.23,93.95,95.79,11511759
2022-11-07,96.31,96.87,92.6664,93.44,9094460
2022-11-08,94.44,96.025,92.935,93.75,7017766
2022-11-09,92.67,93.8999,91.955,92.1,6550869
2022-11-10,96.33,99.68,96.23,99.49,9361010
2022-11-11,100.31,107.21,100.14,106.09,12597481
2022-11-14,105.2,106.44,104.32,104.39,7134856
2022-11-15,107.99,109.31,105.53,106.71,7242932
2022-11-16,105.25,106.6,104.77,105.23,5998677
2022-11-17,104.11,105.4,102.92,105.36,5259739
2022-11-18,107.63,107.72,104.17,105.42,5498949
2022-11-21,104.61,105.48,103.6,103.83,4774775
2022-11-22,104.62,106.1562,103.84,105.97,5313228
2022-11-23,106.0,106.98,105.23,106.65,3873501
2022-11-25,106.45,107.18,105.56,105.96,3426135
2022-11-28,105.25,106.3,104.6502,104.96,6967774
2022-11-29,105.37,106.8155,105.12,106.25,8494366
2022-11-30,107.08,109.69,105.451,109.69,16250965
2022-12-01,110.09,111.855,109.55,110.77,7822888
2022-12-02,108.65,112.71,108.34,112.2,5891969
2022-12-05,111.02,111.125,109.19,109.62,6220139
2022-12-06,109.65,110.525,106.745,107.93,7086282
2022-12-07,107.32,109.12,107.06,108.33,5751515
2022-12-08,108.6,111.49,108.46,111.36,6192842
2022-12-09,110.22,111.38,109.26,109.42,5677695
2022-12-12,110.1,112.17,109.71,112.07,6426036
